srcip,sport,dstip,dsport,proto,dur,sbytes,dbytes,Spkts,Dpkts,attack_cat,label
175.45.178.27,48557,149.171.126.3,502,tcp,2.3432,4782,3363,56,23,Exploits,1
10.40.0.216,24659,149.171.126.3,443,udp,0.4091,3719,6694,21,25,Normal,0
10.40.0.113,31815,149.171.126.5,80,udp,1.1168,1087,852,14,8,Normal,0
10.40.0.122,33981,149.171.126.1,21,udp,0.8965,3803,2987,26,23,Normal,0
10.40.0.47,18534,149.171.126.3,80,tcp,0.3435,1699,4108,25,19,Normal,0
175.45.179.148,3441,149.171.126.4,80,udp,1.9866,683,267,9,4,Fuzzers,1
10.40.0.21,33596,149.171.126.5,443,tcp,0.6282,689,4797,27,15,Normal,0
175.45.176.142,52776,149.171.126.1,80,tcp,0.2346,24624,361,143,3,DoS,1
10.40.0.234,27212,149.171.126.2,443,udp,0.0733,338,2551,7,27,Normal,0
10.40.0.44,26493,149.171.126.7,25,udp,2.1522,2761,2834,29,4,Normal,0
175.45.176.38,57588,149.171.126.1,80,tcp,0.6952,17489,203,116,4,DoS,1
175.45.177.39,6754,149.171.126.2,62510,tcp,0.0384,65,0,1,0,Reconnaissance,1
175.45.178.75,45658,149.171.126.3,502,tcp,1.4133,6950,1689,25,55,Exploits,1
10.40.0.195,54083,149.171.126.3,53,udp,1.6658,3367,2397,17,7,Normal,0
175.45.177.145,2532,149.171.126.2,26684,tcp,0.0265,76,0,1,0,Reconnaissance,1
10.40.0.142,27338,149.171.126.5,53,tcp,1.0598,2135,4494,17,3,Normal,0
10.40.0.143,8620,149.171.126.9,25,udp,0.6236,3924,7659,9,3,Normal,0
175.45.179.106,2208,149.171.126.4,443,udp,0.588,2902,979,23,7,Fuzzers,1
175.45.176.178,39772,149.171.126.1,80,tcp,0.8393,12156,110,185,4,DoS,1
10.40.0.237,18225,149.171.126.4,25,tcp,0.9034,3464,7665,27,4,Normal,0
10.40.0.194,61462,149.171.126.9,80,udp,0.2317,342,3033,26,20,Normal,0
10.40.0.109,29600,149.171.126.9,21,udp,0.7978,1717,905,4,3,Normal,0
10.40.0.238,41937,149.171.126.9,53,tcp,2.02,2114,4561,26,19,Normal,0
10.40.0.142,1091,149.171.126.5,21,tcp,0.3703,66,6039,5,19,Normal,0
10.40.0.73,16223,149.171.126.6,53,tcp,0.1445,3090,3700,3,11,Normal,0
10.40.0.79,53084,149.171.126.2,25,udp,0.1379,1408,2932,3,11,Normal,0
10.40.0.242,27279,149.171.126.8,25,tcp,3.129,1997,1773,4,16,Normal,0
175.45.178.224,36322,149.171.126.3,443,tcp,2.1992,2529,3060,42,56,Exploits,1
10.40.0.24,56199,149.171.126.5,53,tcp,1.2183,81,2882,28,5,Normal,0
10.40.0.222,42723,149.171.126.6,21,tcp,1.8748,3682,3727,17,8,Normal,0
175.45.177.206,26405,149.171.126.2,28324,tcp,0.0248,79,0,1,0,Reconnaissance,1
10.40.0.161,36018,149.171.126.2,53,tcp,0.6951,3670,4361,8,10,Normal,0
10.40.0.138,62245,149.171.126.6,21,udp,1.7772,700,3992,5,18,Normal,0
175.45.179.133,24683,149.171.126.4,80,udp,1.5101,814,922,24,6,Fuzzers,1
175.45.176.150,32792,149.171.126.1,80,tcp,0.6276,22691,456,107,0,DoS,1
10.40.0.10,24180,149.171.126.6,443,udp,0.897,591,2055,24,25,Normal,0
175.45.180.155,60796,149.171.126.5,135,tcp,3.7749,3617,1709,23,19,Worms,1
175.45.179.48,55288,149.171.126.4,443,udp,0.5088,1383,583,14,5,Fuzzers,1
10.40.0.238,62761,149.171.126.6,25,udp,2.9651,2726,279,24,20,Normal,0
10.40.0.122,52898,149.171.126.2,21,tcp,0.6463,330,7456,10,5,Normal,0
10.40.0.64,27879,149.171.126.7,25,tcp,0.1425,3213,493,28,13,Normal,0
10.40.0.157,47739,149.171.126.3,80,tcp,1.6883,2743,6298,17,28,Normal,0
10.40.0.247,26539,149.171.126.9,443,tcp,1.3619,1521,123,25,14,Normal,0
10.40.0.29,32505,149.171.126.3,25,udp,3.3391,1414,1389,12,29,Normal,0
175.45.177.209,48951,149.171.126.2,18962,tcp,0.0241,56,0,1,0,Reconnaissance,1
10.40.0.26,39531,149.171.126.5,443,tcp,0.5674,3414,6469,20,20,Normal,0
10.40.0.7,28363,149.171.126.6,80,udp,0.2428,3508,6819,3,9,Normal,0
175.45.176.224,41500,149.171.126.1,80,tcp,1.0499,11355,398,183,1,DoS,1
10.40.0.44,3993,149.171.126.6,80,tcp,0.4273,1379,3638,11,12,Normal,0
10.40.0.190,14157,149.171.126.2,80,tcp,0.3306,2959,1896,16,25,Normal,0
10.40.0.30,62306,149.171.126.3,443,udp,0.3382,3788,3893,5,5,Normal,0
175.45.178.22,4077,149.171.126.3,8080,tcp,4.2939,3259,2366,56,49,Exploits,1
175.45.177.9,36146,149.171.126.2,55602,tcp,0.0399,55,0,1,0,Reconnaissance,1
175.45.180.30,57983,149.171.126.5,445,tcp,2.6536,5547,1360,30,31,Worms,1
10.40.0.96,33090,149.171.126.1,21,tcp,0.2824,2773,6198,18,24,Normal,0
10.40.0.60,50828,149.171.126.3,25,tcp,0.9494,1716,4298,15,12,Normal,0
10.40.0.13,15904,149.171.126.5,443,tcp,0.5734,2504,6115,18,6,Normal,0
175.45.179.248,12652,149.171.126.4,443,udp,0.9507,542,336,13,6,Fuzzers,1
175.45.176.6,58841,149.171.126.1,80,tcp,0.3516,6313,396,126,1,DoS,1
175.45.176.235,31614,149.171.126.1,80,tcp,0.8389,20808,74,75,0,DoS,1
10.40.0.99,18591,149.171.126.4,53,tcp,0.118,2821,7614,6,6,Normal,0
10.40.0.12,65058,149.171.126.1,21,udp,0.0582,864,5403,29,13,Normal,0
10.40.0.240,11476,149.171.126.7,21,udp,1.2381,368,7414,6,17,Normal,0
175.45.177.170,57576,149.171.126.2,10914,tcp,0.0365,79,0,1,0,Reconnaissance,1
10.40.0.109,9457,149.171.126.4,21,tcp,0.1897,1133,5018,27,19,Normal,0
10.40.0.101,31230,149.171.126.2,25,tcp,0.0235,2285,2050,7,8,Normal,0
10.40.0.150,51793,149.171.126.6,80,udp,0.5086,2106,1537,6,7,Normal,0
10.40.0.45,29599,149.171.126.5,21,tcp,0.0158,1916,5078,11,17,Normal,0
10.40.0.37,44770,149.171.126.5,25,tcp,1.16,1328,7122,19,25,Normal,0
10.40.0.74,55538,149.171.126.8,25,tcp,0.9676,2485,927,21,29,Normal,0
10.40.0.47,11016,149.171.126.2,25,tcp,0.2778,1053,3235,29,23,Normal,0
10.40.0.92,5080,149.171.126.2,80,tcp,2.4579,3200,717,20,12,Normal,0
175.45.177.94,48714,149.171.126.2,24978,tcp,0.0252,75,0,1,0,Reconnaissance,1
175.45.176.33,22282,149.171.126.1,80,tcp,0.618,23703,63,168,4,DoS,1
175.45.177.53,25025,149.171.126.2,61455,tcp,0.0033,47,0,1,0,Reconnaissance,1
10.40.0.164,46766,149.171.126.2,443,tcp,0.1597,1767,6698,21,15,Normal,0
175.45.179.104,57270,149.171.126.4,80,udp,0.4657,1862,752,23,2,Fuzzers,1
175.45.176.85,23658,149.171.126.1,80,tcp,0.445,5462,256,126,3,DoS,1
10.40.0.209,40266,149.171.126.4,53,tcp,1.0277,3792,5845,8,23,Normal,0
175.45.176.170,31251,149.171.126.1,80,tcp,1.1654,12762,329,188,1,DoS,1
10.40.0.112,54012,149.171.126.2,53,udp,0.2628,684,6676,9,9,Normal,0
10.40.0.181,19932,149.171.126.5,53,udp,3.3113,104,1812,27,29,Normal,0
10.40.0.102,54183,149.171.126.4,53,udp,0.1482,72,6426,3,19,Normal,0
175.45.178.169,17837,149.171.126.3,443,tcp,3.6746,3028,2495,57,57,Exploits,1
10.40.0.1,29087,149.171.126.9,53,udp,3.4762,1894,286,20,2,Normal,0
10.40.0.39,27279,149.171.126.5,80,udp,0.1829,579,4869,17,24,Normal,0
10.40.0.32,37762,149.171.126.6,443,udp,0.0647,2048,7527,25,12,Normal,0
10.40.0.40,63297,149.171.126.5,25,udp,0.9541,1455,4462,26,27,Normal,0
10.40.0.190,59652,149.171.126.9,21,udp,0.6703,181,3300,9,2,Normal,0
10.40.0.92,53335,149.171.126.2,53,udp,0.5992,356,5664,3,4,Normal,0
175.45.180.228,25510,149.171.126.5,1433,tcp,3.6065,2374,1383,20,14,Worms,1
10.40.0.120,55686,149.171.126.7,21,tcp,0.9865,3461,3586,23,29,Normal,0
10.40.0.132,56885,149.171.126.8,21,udp,0.1641,2473,3507,2,11,Normal,0
175.45.176.26,23888,149.171.126.1,80,tcp,0.8683,23924,486,107,3,DoS,1
175.45.180.28,33446,149.171.126.5,445,tcp,1.3578,1980,1126,25,12,Worms,1
10.40.0.90,35920,149.171.126.4,443,udp,0.0438,1878,1091,4,11,Normal,0
175.45.176.20,53280,149.171.126.1,80,tcp,0.0764,18429,151,93,3,DoS,1
175.45.178.161,12947,149.171.126.3,443,tcp,2.7417,2814,1564,31,59,Exploits,1
175.45.177.169,1457,149.171.126.2,18773,tcp,0.0486,60,0,1,0,Reconnaissance,1
10.40.0.239,42223,149.171.126.8,443,udp,1.5268,2752,5364,14,3,Normal,0
175.45.177.11,4270,149.171.126.2,9160,tcp,0.044,55,0,1,0,Reconnaissance,1
10.40.0.218,34843,149.171.126.3,25,tcp,0.8928,3937,6779,22,11,Normal,0
10.40.0.209,41782,149.171.126.1,21,udp,0.465,1589,6245,12,8,Normal,0
175.45.176.199,20281,149.171.126.1,80,tcp,0.5089,24160,3,191,0,DoS,1
175.45.178.196,11171,149.171.126.3,502,tcp,1.0121,7646,4469,48,20,Exploits,1
175.45.177.152,30698,149.171.126.2,59054,tcp,0.0256,73,0,1,0,Reconnaissance,1
10.40.0.18,50282,149.171.126.3,80,udp,0.7911,2116,5544,4,2,Normal,0
10.40.0.138,55396,149.171.126.2,443,tcp,0.2412,2084,4868,2,16,Normal,0
175.45.179.29,46886,149.171.126.4,443,udp,1.5538,934,717,22,7,Fuzzers,1
10.40.0.168,61750,149.171.126.4,443,tcp,0.4085,466,1930,12,16,Normal,0
10.40.0.155,40310,149.171.126.8,80,udp,1.3873,479,5410,17,13,Normal,0
175.45.176.109,22141,149.171.126.1,80,tcp,1.0192,4103,9,79,1,DoS,1
175.45.180.85,7576,149.171.126.5,1433,tcp,3.613,4927,2629,25,39,Worms,1
10.40.0.119,54996,149.171.126.3,443,udp,0.5337,2919,5076,18,8,Normal,0
175.45.176.87,38673,149.171.126.1,80,tcp,0.5544,17418,325,186,3,DoS,1
175.45.177.49,61872,149.171.126.2,26954,tcp,0.0265,59,0,1,0,Reconnaissance,1
175.45.177.188,28915,149.171.126.2,21363,tcp,0.0466,45,0,1,0,Reconnaissance,1
10.40.0.29,25781,149.171.126.2,443,tcp,1.9989,2354,1436,2,17,Normal,0
175.45.176.131,3876,149.171.126.1,80,tcp,0.0559,19925,336,113,3,DoS,1
10.40.0.81,52841,149.171.126.2,443,tcp,0.4489,634,2377,2,2,Normal,0
10.40.0.35,58773,149.171.126.6,53,tcp,1.2544,779,4444,12,25,Normal,0
10.40.0.1,13025,149.171.126.5,80,tcp,0.6894,1784,4156,18,8,Normal,0
10.40.0.162,56159,149.171.126.9,25,tcp,0.6688,2254,2468,2,24,Normal,0
175.45.178.82,4090,149.171.126.3,8080,tcp,2.3405,3921,1897,39,15,Exploits,1
10.40.0.19,52579,149.171.126.1,21,udp,0.7669,660,311,3,19,Normal,0
175.45.176.246,10909,149.171.126.1,80,tcp,1.1409,3702,344,93,0,DoS,1
10.40.0.178,5849,149.171.126.5,25,tcp,0.5054,1203,7913,25,9,Normal,0
10.40.0.146,58012,149.171.126.7,80,tcp,0.0445,3051,4435,24,4,Normal,0
10.40.0.33,48503,149.171.126.5,80,udp,0.91,3796,7873,11,28,Normal,0
10.40.0.36,29033,149.171.126.1,25,udp,0.8799,708,6575,24,28,Normal,0
175.45.176.253,25388,149.171.126.1,80,tcp,0.5696,15345,30,108,1,DoS,1
10.40.0.1,30880,149.171.126.4,25,udp,2.2902,2129,3388,7,28,Normal,0
10.40.0.236,28515,149.171.126.3,25,udp,0.7537,102,4874,7,19,Normal,0
10.40.0.24,61702,149.171.126.8,25,udp,1.1822,3674,4722,11,25,Normal,0
175.45.180.17,33924,149.171.126.5,135,tcp,0.6482,4975,2020,34,26,Worms,1
10.40.0.212,46270,149.171.126.5,80,tcp,0.7524,1276,2722,3,4,Normal,0
175.45.176.4,23269,149.171.126.1,80,tcp,0.0378,9832,264,164,4,DoS,1
175.45.176.210,51951,149.171.126.1,80,tcp,0.156,22566,394,160,2,DoS,1
175.45.178.8,26076,149.171.126.3,502,tcp,4.7075,8701,1821,35,48,Exploits,1
10.40.0.110,41687,149.171.126.9,443,udp,0.0845,878,7329,26,19,Normal,0
10.40.0.149,37530,149.171.126.1,80,udp,0.6293,362,7845,26,6,Normal,0
10.40.0.67,11660,149.171.126.8,443,udp,0.5837,3883,6754,2,4,Normal,0
10.40.0.10,56789,149.171.126.8,53,tcp,0.6699,2375,4115,15,5,Normal,0
10.40.0.222,18883,149.171.126.3,21,tcp,1.0198,731,5573,21,17,Normal,0
10.40.0.250,64130,149.171.126.8,25,tcp,1.327,3420,1924,16,21,Normal,0
10.40.0.98,43745,149.171.126.8,443,tcp,0.1186,1048,7345,25,17,Normal,0
175.45.177.85,38347,149.171.126.2,21302,tcp,0.0011,74,0,1,0,Reconnaissance,1
10.40.0.105,39577,149.171.126.2,21,udp,0.5071,1138,4729,12,17,Normal,0
175.45.176.118,16338,149.171.126.1,80,tcp,0.6419,8108,383,149,2,DoS,1
175.45.179.204,16220,149.171.126.4,80,udp,0.5401,1026,647,15,4,Fuzzers,1
10.40.0.152,43564,149.171.126.5,25,tcp,0.7894,2874,7626,13,15,Normal,0
175.45.177.149,20699,149.171.126.2,2352,tcp,0.0059,52,0,1,0,Reconnaissance,1
10.40.0.73,4588,149.171.126.3,53,tcp,0.457,2581,4207,6,23,Normal,0
175.45.176.107,14761,149.171.126.1,80,tcp,0.7516,5572,299,45,1,DoS,1
175.45.176.147,7585,149.171.126.1,80,tcp,0.9679,7083,91,158,1,DoS,1
10.40.0.2,36970,149.171.126.2,21,udp,0.2962,404,2803,2,3,Normal,0
10.40.0.49,24248,149.171.126.3,53,tcp,1.3912,3962,7482,8,26,Normal,0
10.40.0.105,51353,149.171.126.6,53,udp,0.2567,2117,3042,27,25,Normal,0
175.45.178.71,56558,149.171.126.3,8080,tcp,1.1463,6203,2716,33,55,Exploits,1
10.40.0.73,16489,149.171.126.5,53,udp,4.2655,352,78,9,3,Normal,0
10.40.0.92,6784,149.171.126.7,21,udp,1.0322,1677,2595,24,18,Normal,0
175.45.177.30,2754,149.171.126.2,12365,tcp,0.041,48,0,1,0,Reconnaissance,1
10.40.0.92,36367,149.171.126.7,443,tcp,0.7785,2708,3282,15,29,Normal,0
10.40.0.105,41962,149.171.126.9,80,udp,0.5645,1951,5789,19,10,Normal,0
10.40.0.20,21092,149.171.126.1,25,tcp,0.459,1639,5981,8,10,Normal,0
10.40.0.44,4769,149.171.126.6,443,tcp,0.894,2542,729,28,10,Normal,0
10.40.0.203,14674,149.171.126.7,80,tcp,0.7525,3560,1480,21,14,Normal,0
10.40.0.49,38917,149.171.126.9,53,tcp,1.4771,3471,2888,11,9,Normal,0
10.40.0.32,51669,149.171.126.9,21,tcp,0.4067,2539,610,2,26,Normal,0
175.45.176.170,6607,149.171.126.1,80,tcp,0.2911,22706,198,102,3,DoS,1
10.40.0.187,56097,149.171.126.2,25,tcp,0.9102,188,2168,17,24,Normal,0
10.40.0.69,15172,149.171.126.6,80,udp,0.2049,2219,2017,17,17,Normal,0
10.40.0.239,48023,149.171.126.3,25,udp,0.6386,2739,1074,24,14,Normal,0
10.40.0.79,41472,149.171.126.7,53,tcp,0.2055,1171,7672,23,21,Normal,0
10.40.0.63,39665,149.171.126.9,443,udp,2.551,2161,6903,28,15,Normal,0
10.40.0.185,4612,149.171.126.2,53,tcp,0.7516,856,7808,10,18,Normal,0
10.40.0.236,36924,149.171.126.2,53,tcp,1.269,1845,3899,3,8,Normal,0
175.45.177.165,10535,149.171.126.2,47532,tcp,0.0054,57,0,1,0,Reconnaissance,1
10.40.0.20,42678,149.171.126.8,53,tcp,1.2058,2192,4988,8,20,Normal,0
10.40.0.75,58326,149.171.126.2,80,udp,1.758,314,2736,4,20,Normal,0
175.45.176.178,12520,149.171.126.1,80,tcp,0.2403,2727,413,78,2,DoS,1
175.45.176.207,63628,149.171.126.1,80,tcp,0.4614,4786,319,95,4,DoS,1
10.40.0.237,50778,149.171.126.9,443,tcp,2.3751,718,5570,25,3,Normal,0
175.45.178.124,56353,149.171.126.3,8080,tcp,1.5994,8765,4755,45,49,Exploits,1
175.45.180.4,7781,149.171.126.5,135,tcp,2.0268,3415,1195,29,36,Worms,1
10.40.0.169,17400,149.171.126.1,21,tcp,1.5579,3058,7184,22,2,Normal,0
10.40.0.82,54201,149.171.126.7,80,tcp,2.7302,2605,828,7,28,Normal,0
10.40.0.87,37350,149.171.126.9,21,udp,0.1475,221,1821,29,8,Normal,0
10.40.0.234,64622,149.171.126.8,25,udp,0.8853,2743,1564,17,6,Normal,0
10.40.0.155,61202,149.171.126.4,443,udp,0.5307,1558,860,28,24,Normal,0
10.40.0.235,37252,149.171.126.4,21,tcp,1.6022,3184,4443,14,13,Normal,0
10.40.0.22,43914,149.171.126.1,80,tcp,2.3051,2015,5421,18,9,Normal,0
10.40.0.181,47189,149.171.126.6,25,udp,0.3235,2695,3839,25,13,Normal,0
10.40.0.81,44133,149.171.126.2,53,tcp,0.2424,2468,131,11,26,Normal,0
10.40.0.169,54774,149.171.126.8,21,tcp,0.3937,1559,7341,25,10,Normal,0
10.40.0.184,25536,149.171.126.2,80,tcp,0.1876,1088,2254,17,23,Normal,0
10.40.0.61,64044,149.171.126.3,53,tcp,0.3383,3544,153,27,23,Normal,0
10.40.0.241,44797,149.171.126.2,443,tcp,0.2378,1721,5736,15,19,Normal,0
10.40.0.39,2905,149.171.126.7,25,tcp,0.4569,1744,2906,18,9,Normal,0
175.45.176.173,22844,149.171.126.1,80,tcp,0.2347,23375,58,57,2,DoS,1
175.45.179.58,9888,149.171.126.4,80,udp,0.5466,952,285,12,7,Fuzzers,1
10.40.0.14,37363,149.171.126.4,443,udp,1.5411,2852,3291,12,11,Normal,0
10.40.0.42,51934,149.171.126.7,25,udp,0.8169,2640,5719,21,2,Normal,0
10.40.0.104,29622,149.171.126.2,80,tcp,1.0161,207,1547,19,6,Normal,0
10.40.0.50,13538,149.171.126.1,443,udp,0.4365,1637,4801,24,11,Normal,0
10.40.0.111,26847,149.171.126.5,443,tcp,0.8197,986,2742,9,22,Normal,0
175.45.176.122,29361,149.171.126.1,80,tcp,0.8394,11159,0,188,4,DoS,1
10.40.0.16,6293,149.171.126.9,443,tcp,0.5737,298,2744,4,27,Normal,0
10.40.0.130,32400,149.171.126.7,25,tcp,1.3969,1397,5480,17,26,Normal,0
10.40.0.30,15502,149.171.126.3,21,tcp,0.1955,3895,6777,9,7,Normal,0
175.45.177.122,14336,149.171.126.2,50890,tcp,0.0405,47,0,1,0,Reconnaissance,1
10.40.0.56,64718,149.171.126.5,443,tcp,0.0154,2001,220,8,11,Normal,0
10.40.0.111,2163,149.171.126.3,53,tcp,0.1432,2172,2655,18,15,Normal,0
175.45.177.246,7579,149.171.126.2,32663,tcp,0.0492,72,0,1,0,Reconnaissance,1
175.45.176.3,18764,149.171.126.1,80,tcp,0.5486,9317,214,183,1,DoS,1
175.45.178.223,61351,149.171.126.3,443,tcp,4.9406,6533,4287,50,54,Exploits,1
10.40.0.95,64463,149.171.126.9,25,tcp,0.0017,3040,1319,21,15,Normal,0
10.40.0.149,10545,149.171.126.7,53,tcp,0.1615,2227,6551,19,16,Normal,0
175.45.178.68,26768,149.171.126.3,502,tcp,3.1116,5737,3952,45,50,Exploits,1
10.40.0.179,55844,149.171.126.7,25,tcp,1.0154,635,5262,19,25,Normal,0
10.40.0.15,33605,149.171.126.9,443,udp,0.1259,2271,6408,19,15,Normal,0
175.45.176.110,33477,149.171.126.1,80,tcp,0.2958,1658,405,90,2,DoS,1
10.40.0.197,23415,149.171.126.8,25,udp,0.1695,2765,2962,18,25,Normal,0
10.40.0.167,52469,149.171.126.4,25,udp,1.9483,2248,2003,26,2,Normal,0
175.45.177.199,7761,149.171.126.2,49233,tcp,0.0395,66,0,1,0,Reconnaissance,1
10.40.0.133,34364,149.171.126.7,21,tcp,0.1491,3559,843,2,23,Normal,0
10.40.0.179,44939,149.171.126.5,53,tcp,0.0252,882,4978,12,2,Normal,0
175.45.178.140,28128,149.171.126.3,443,tcp,2.8393,4254,4190,50,55,Exploits,1
10.40.0.182,29572,149.171.126.1,53,tcp,2.3753,1449,124,25,22,Normal,0
175.45.180.160,57180,149.171.126.5,135,tcp,3.7632,1490,821,12,24,Worms,1
10.40.0.121,48180,149.171.126.3,443,tcp,0.0875,1475,1560,8,10,Normal,0
175.45.179.42,15220,149.171.126.4,80,udp,0.8319,2594,281,12,9,Fuzzers,1
10.40.0.231,3722,149.171.126.6,53,tcp,0.1394,1195,838,28,6,Normal,0
10.40.0.46,31524,149.171.126.3,80,tcp,1.0144,250,3547,14,16,Normal,0
175.45.179.248,62743,149.171.126.4,80,udp,0.1377,1438,827,17,4,Fuzzers,1
10.40.0.228,45357,149.171.126.4,25,tcp,2.3424,3872,3440,6,13,Normal,0
10.40.0.28,27523,149.171.126.2,80,tcp,1.6329,1588,1303,20,27,Normal,0
10.40.0.67,4424,149.171.126.2,53,udp,0.166,2356,4612,2,28,Normal,0
10.40.0.5,33831,149.171.126.1,80,tcp,0.4576,176,6996,24,19,Normal,0
175.45.179.63,62350,149.171.126.4,443,udp,0.7112,1141,512,11,3,Fuzzers,1
175.45.176.210,10235,149.171.126.1,80,tcp,0.6915,18996,487,153,3,DoS,1
175.45.177.118,60874,149.171.126.2,44001,tcp,0.0209,46,0,1,0,Reconnaissance,1
10.40.0.179,49570,149.171.126.6,21,tcp,0.3683,585,3037,17,2,Normal,0
10.40.0.201,2723,149.171.126.3,21,udp,0.6911,676,4973,4,23,Normal,0
175.45.178.230,32351,149.171.126.3,8080,tcp,4.6705,7234,2144,26,58,Exploits,1
175.45.180.179,48991,149.171.126.5,135,tcp,3.7085,1847,1801,35,20,Worms,1
175.45.180.247,45690,149.171.126.5,445,tcp,1.8886,3677,1302,37,14,Worms,1
10.40.0.232,17733,149.171.126.9,443,udp,0.0042,2688,3202,26,25,Normal,0
10.40.0.167,3972,149.171.126.5,443,udp,0.9601,1434,6984,14,4,Normal,0
10.40.0.44,30708,149.171.126.7,25,udp,0.5417,2430,2062,15,13,Normal,0
10.40.0.54,35005,149.171.126.2,443,tcp,0.2634,494,65,12,8,Normal,0
10.40.0.113,13415,149.171.126.2,53,udp,0.1907,3043,6791,12,11,Normal,0
175.45.180.226,47498,149.171.126.5,135,tcp,2.8119,2577,841,10,17,Worms,1
10.40.0.117,64262,149.171.126.1,25,udp,0.4365,3067,2992,23,24,Normal,0
10.40.0.9,7707,149.171.126.5,21,udp,0.5538,1823,482,15,26,Normal,0
10.40.0.116,18601,149.171.126.3,25,tcp,0.437,408,4013,22,24,Normal,0
10.40.0.172,12538,149.171.126.3,53,udp,2.7364,2073,5156,4,27,Normal,0
10.40.0.153,19162,149.171.126.5,21,tcp,0.0047,3250,3315,17,4,Normal,0
10.40.0.111,3463,149.171.126.2,25,tcp,2.5825,2625,2895,21,7,Normal,0
175.45.176.176,58852,149.171.126.1,80,tcp,0.7387,5366,8,140,1,DoS,1
10.40.0.56,32697,149.171.126.8,53,tcp,0.27,829,5755,14,11,Normal,0
10.40.0.223,27371,149.171.126.5,53,udp,0.0315,718,2933,8,23,Normal,0
10.40.0.130,3322,149.171.126.5,25,udp,0.0069,2275,1364,4,26,Normal,0
10.40.0.53,35538,149.171.126.5,21,tcp,0.1353,1288,2233,16,28,Normal,0
175.45.178.181,63279,149.171.126.3,443,tcp,4.6881,6627,1128,32,38,Exploits,1
175.45.176.218,46687,149.171.126.1,80,tcp,0.6028,21742,430,49,4,DoS,1
175.45.179.117,36081,149.171.126.4,443,udp,1.868,1654,956,24,7,Fuzzers,1
10.40.0.154,29825,149.171.126.8,21,tcp,0.2324,2308,2717,6,24,Normal,0
175.45.180.117,53409,149.171.126.5,135,tcp,3.6704,3074,1263,25,27,Worms,1
10.40.0.119,48047,149.171.126.1,80,tcp,0.4205,2911,2903,22,28,Normal,0
10.40.0.19,63765,149.171.126.4,53,udp,0.0043,2096,6031,20,27,Normal,0
175.45.178.123,22213,149.171.126.3,8080,tcp,1.1957,4746,3768,28,20,Exploits,1
10.40.0.24,36482,149.171.126.2,80,udp,0.4477,713,1665,10,16,Normal,0
10.40.0.225,31877,149.171.126.3,443,udp,0.1467,2524,4685,16,16,Normal,0
10.40.0.22,57715,149.171.126.3,443,udp,0.8123,1311,5831,11,2,Normal,0
175.45.177.184,26055,149.171.126.2,28410,tcp,0.0492,70,0,1,0,Reconnaissance,1
10.40.0.171,48601,149.171.126.7,53,udp,1.7227,326,6945,12,20,Normal,0
175.45.176.13,29540,149.171.126.1,80,tcp,0.5192,22584,494,139,4,DoS,1
10.40.0.172,51623,149.171.126.3,443,udp,0.0572,2981,7503,8,17,Normal,0
10.40.0.81,6765,149.171.126.5,443,udp,0.2438,2455,860,11,29,Normal,0
175.45.177.205,25004,149.171.126.2,17632,tcp,0.0334,67,0,1,0,Reconnaissance,1
10.40.0.142,65275,149.171.126.6,53,udp,2.7306,349,5944,27,4,Normal,0
10.40.0.88,61532,149.171.126.5,21,tcp,0.7752,3521,3132,20,7,Normal,0
175.45.177.16,60869,149.171.126.2,25785,tcp,0.0287,50,0,1,0,Reconnaissance,1
10.40.0.224,60052,149.171.126.3,21,tcp,0.2444,333,4831,3,21,Normal,0
10.40.0.17,24351,149.171.126.7,80,tcp,1.3207,2418,6560,15,3,Normal,0
10.40.0.99,14514,149.171.126.7,21,tcp,0.1959,2378,2581,29,11,Normal,0
10.40.0.211,23760,149.171.126.8,80,tcp,0.9233,3814,2736,22,27,Normal,0
10.40.0.66,54552,149.171.126.6,443,udp,0.9139,1596,3085,29,14,Normal,0
175.45.179.91,35743,149.171.126.4,443,udp,0.5909,2561,332,23,9,Fuzzers,1
10.40.0.153,18135,149.171.126.7,53,tcp,0.6879,2283,990,13,6,Normal,0
10.40.0.79,43050,149.171.126.9,443,udp,0.3097,2952,3201,2,10,Normal,0
175.45.176.81,13585,149.171.126.1,80,tcp,0.6548,1394,414,158,4,DoS,1
10.40.0.78,13137,149.171.126.3,53,udp,1.339,335,468,2,24,Normal,0
10.40.0.188,8539,149.171.126.4,443,udp,4.4491,1009,4902,9,29,Normal,0
10.40.0.17,65357,149.171.126.6,80,udp,0.1183,632,1764,9,15,Normal,0
175.45.179.27,58018,149.171.126.4,443,udp,0.1263,615,308,24,4,Fuzzers,1
175.45.180.174,38145,149.171.126.5,445,tcp,2.0397,4481,1577,17,35,Worms,1
175.45.176.37,22308,149.171.126.1,80,tcp,0.9776,6321,323,96,2,DoS,1
10.40.0.6,25638,149.171.126.6,443,udp,0.4303,2098,1856,10,17,Normal,0
175.45.176.25,4700,149.171.126.1,80,tcp,0.2691,23704,478,123,3,DoS,1
175.45.178.133,14573,149.171.126.3,502,tcp,3.2425,7708,1433,52,22,Exploits,1
175.45.176.59,62920,149.171.126.1,80,tcp,1.0401,12936,292,41,4,DoS,1
10.40.0.41,26539,149.171.126.5,25,tcp,0.2419,1301,7181,8,27,Normal,0
10.40.0.117,10497,149.171.126.8,53,tcp,1.8563,3225,4128,15,17,Normal,0
10.40.0.179,46315,149.171.126.6,443,udp,1.0242,502,2096,14,11,Normal,0
