Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Packets/s,Source IP,Destination IP,Label
22,1292072,6,36,2014,37136,32.48,192.168.1.105,10.0.0.7,BENIGN
80,63802,1958,0,108823,0,30640.31,185.220.169.148,10.0.0.1,DDoS
22,1472219,14,26,1552,7492,27.15,192.168.1.113,10.0.0.4,BENIGN
22,710925,12,22,1641,8104,47.76,192.168.1.158,10.0.0.8,BENIGN
22,1224932,34,30,3153,3023,55.47,103.203.57.218,10.0.0.4,SSH-Patator
53,2853611,6,11,1151,8876,5.96,192.168.1.128,10.0.0.6,BENIGN
22,495978,26,37,6069,44821,126.77,192.168.1.190,10.0.0.3,BENIGN
443,1493492,10,36,2695,28494,30.78,192.168.1.21,10.0.0.8,BENIGN
443,806563,14,5,2029,1526,23.53,192.168.1.160,10.0.0.2,BENIGN
80,463128,765,0,30723,0,1651.45,185.220.219.45,10.0.0.1,DDoS
80,541371,4,15,1733,7841,35.03,192.168.1.222,10.0.0.2,BENIGN
554,4220129,5,20,1682,7749,5.92,192.168.1.223,10.0.0.6,BENIGN
443,373850,1448,0,112067,0,3872.17,185.220.142.193,10.0.0.1,DDoS
50007,4368,1,0,51,0,447.59,194.26.29.203,10.0.0.2,PortScan
53,2203141,9,21,2580,9727,13.61,192.168.1.18,10.0.0.5,BENIGN
80,103665,27,36,9810,9693,601.92,192.168.1.226,10.0.0.9,BENIGN
443,5039073,23,37,1668,21464,11.9,192.168.1.133,10.0.0.2,BENIGN
443,611014,4,28,651,10730,52.29,192.168.1.50,10.0.0.2,BENIGN
80,316312,1498,0,119333,0,4734.32,185.220.50.253,10.0.0.1,DDoS
53,334186,25,16,6024,18917,122.32,192.168.1.24,10.0.0.6,BENIGN
22,219219,24,32,4295,32015,254.29,192.168.1.26,10.0.0.7,BENIGN
80,15433730,26,1,911,144,1.68,45.154.255.190,10.0.0.1,DoS Hulk
80,11156091,52,4,3797,141,4.66,45.154.255.195,10.0.0.1,DoS Hulk
443,6172804,10,35,4811,22421,7.29,192.168.1.170,10.0.0.6,BENIGN
53,3253855,3,16,1270,8985,5.84,192.168.1.44,10.0.0.6,BENIGN
22,4436532,20,32,6439,22488,11.72,192.168.1.154,10.0.0.4,BENIGN
80,4062073,9,30,1191,39285,9.6,192.168.1.152,10.0.0.6,BENIGN
80,5531021,57,3,2734,159,10.3,45.154.255.231,10.0.0.1,DoS Hulk
54193,562,1,0,42,0,3017.67,194.26.29.165,10.0.0.2,PortScan
21,2871040,35,34,5150,3187,24.37,103.203.57.99,10.0.0.4,SSH-Patator
554,10273,11,18,1599,18532,2572.4,192.168.1.96,10.0.0.9,BENIGN
80,25884234,27,2,2122,113,1.04,45.154.255.181,10.0.0.1,DoS Hulk
554,179651,28,25,12460,19313,293.38,192.168.1.125,10.0.0.9,BENIGN
554,974288,10,9,2871,9326,19.48,192.168.1.106,10.0.0.1,BENIGN
36007,3361,1,0,50,0,577.78,194.26.29.169,10.0.0.2,PortScan
53,658535,24,35,3404,41814,89.46,192.168.1.178,10.0.0.5,BENIGN
554,57740,20,28,1837,17632,817.15,192.168.1.235,10.0.0.7,BENIGN
53,3732355,24,11,9352,12600,9.37,192.168.1.94,10.0.0.5,BENIGN
443,1279118,18,22,6404,11377,31.25,192.168.1.30,10.0.0.1,BENIGN
53,691574,10,5,2360,5446,21.66,192.168.1.178,10.0.0.3,BENIGN
8080,1651326,22,10,8683,2695,19.37,192.168.1.40,10.0.0.9,BENIGN
8080,370115,12,39,1816,41513,137.42,192.168.1.155,10.0.0.3,BENIGN
443,292623,1593,0,65207,0,5442.0,185.220.21.116,10.0.0.1,DDoS
8080,312967,1004,0,43193,0,3206.97,185.220.254.136,10.0.0.1,DDoS
443,722881,2,18,825,21123,27.63,192.168.1.82,10.0.0.7,BENIGN
443,3726084,11,37,3148,9930,12.88,192.168.1.152,10.0.0.8,BENIGN
8080,343992,4,34,793,41860,110.15,192.168.1.151,10.0.0.2,BENIGN
21632,3671,1,0,47,0,530.23,194.26.29.238,10.0.0.2,PortScan
443,409404,8,20,929,22404,68.23,192.168.1.231,10.0.0.5,BENIGN
80,3459212,16,29,3089,24001,13.0,192.168.1.119,10.0.0.2,BENIGN
80,3136162,5,38,2271,22362,13.71,192.168.1.22,10.0.0.4,BENIGN
554,1686963,10,35,792,22247,26.66,192.168.1.36,10.0.0.9,BENIGN
22,1762665,21,19,3376,2409,23.81,103.203.57.151,10.0.0.4,SSH-Patator
80,20540834,51,2,2395,164,2.48,45.154.255.142,10.0.0.1,DoS Hulk
42347,1148,2,0,51,0,1601.31,194.26.29.40,10.0.0.2,PortScan
8080,1578884,12,17,769,12155,18.36,192.168.1.50,10.0.0.7,BENIGN
8080,387188,1492,0,118549,0,3852.42,185.220.35.191,10.0.0.1,DDoS
22,2712184,17,15,1562,1852,12.53,103.203.57.170,10.0.0.4,SSH-Patator
443,151851,521,0,32293,0,3428.73,185.220.238.170,10.0.0.1,DDoS
80,175739,28,18,8941,21936,260.27,192.168.1.122,10.0.0.3,BENIGN
443,362196,550,0,40691,0,1518.09,185.220.185.7,10.0.0.1,DDoS
53,536509,12,21,3900,13241,61.39,192.168.1.126,10.0.0.8,BENIGN
22,2187945,7,27,1279,26854,15.53,192.168.1.108,10.0.0.2,BENIGN
22,2731660,19,4,7547,2910,8.42,192.168.1.21,10.0.0.9,BENIGN
8080,228718,648,0,42650,0,2831.94,185.220.98.196,10.0.0.1,DDoS
21,1600523,32,31,4873,3680,39.96,103.203.57.62,10.0.0.4,SSH-Patator
80,826627,13,15,4805,9885,33.83,192.168.1.18,10.0.0.2,BENIGN
22,954811,24,20,3182,1925,50.22,103.203.57.4,10.0.0.4,SSH-Patator
6013,1416,2,0,40,0,1318.62,194.26.29.127,10.0.0.2,PortScan
80,220850,1424,0,73090,0,6444.9,185.220.157.144,10.0.0.1,DDoS
554,1354984,27,34,2441,35058,44.99,192.168.1.118,10.0.0.9,BENIGN
443,2522564,28,32,10875,10040,23.78,192.168.1.212,10.0.0.9,BENIGN
80,14915720,37,2,2776,150,2.48,45.154.255.82,10.0.0.1,DoS Hulk
80,10872083,67,2,4800,44,6.16,45.154.255.182,10.0.0.1,DoS Hulk
53,2199987,18,22,7221,14544,18.17,192.168.1.40,10.0.0.1,BENIGN
33126,3998,1,0,44,0,487.99,194.26.29.201,10.0.0.2,PortScan
443,5163380,33,34,14925,35409,12.97,192.168.1.205,10.0.0.9,BENIGN
8080,214260,787,0,43855,0,3671.38,185.220.155.64,10.0.0.1,DDoS
22,328579,10,17,4061,12065,81.92,192.168.1.163,10.0.0.9,BENIGN
554,189668,21,31,5466,17153,272.72,192.168.1.152,10.0.0.3,BENIGN
53,1333030,19,33,9069,30287,38.98,192.168.1.50,10.0.0.2,BENIGN
8080,152776,2,15,296,11357,110.55,192.168.1.78,10.0.0.6,BENIGN
80,19695843,54,2,4567,93,2.74,45.154.255.91,10.0.0.1,DoS Hulk
8080,359572,26,18,10142,10298,122.03,192.168.1.61,10.0.0.6,BENIGN
22,115449,11,2,4182,1450,111.64,192.168.1.131,10.0.0.4,BENIGN
22,594515,5,38,1175,20611,72.21,192.168.1.231,10.0.0.4,BENIGN
53,878358,17,14,5244,12781,35.25,192.168.1.61,10.0.0.8,BENIGN
34050,3995,1,0,54,0,488.29,194.26.29.230,10.0.0.2,PortScan
22,81772,2,36,680,31082,459.09,192.168.1.205,10.0.0.5,BENIGN
6963,1057,2,0,40,0,1728.25,194.26.29.163,10.0.0.2,PortScan
80,88512,21,39,1678,20533,670.3,192.168.1.232,10.0.0.6,BENIGN
502,3066399,54,29,31450,28791,35.21,198.51.100.43,10.0.0.3,Infiltration
8080,859583,17,14,8206,2806,36.02,192.168.1.223,10.0.0.2,BENIGN
53,237186,10,37,654,38277,197.32,192.168.1.192,10.0.0.3,BENIGN
22,2329916,14,13,2932,13794,11.58,192.168.1.191,10.0.0.8,BENIGN
8080,177522,982,0,68782,0,5528.59,185.220.4.23,10.0.0.1,DDoS
80,299356,566,0,28904,0,1890.09,185.220.74.192,10.0.0.1,DDoS
8080,4219283,26,2,9744,2473,6.63,192.168.1.209,10.0.0.2,BENIGN
502,10552750,84,33,79831,30711,15.92,198.51.100.54,10.0.0.3,Infiltration
554,1969363,31,17,9427,6229,24.36,192.168.1.168,10.0.0.7,BENIGN
22,2279070,27,25,4852,3617,23.68,103.203.57.71,10.0.0.4,SSH-Patator
53,155633,27,32,10089,34442,376.68,192.168.1.116,10.0.0.2,BENIGN
22,846224,12,30,1361,29375,49.57,192.168.1.57,10.0.0.3,BENIGN
22,1724935,18,27,4436,29467,26.07,192.168.1.32,10.0.0.6,BENIGN
22,1496505,14,14,3003,8683,18.7,192.168.1.193,10.0.0.7,BENIGN
443,4521089,6,32,1199,41791,8.4,192.168.1.189,10.0.0.3,BENIGN
2126,2220,2,0,47,0,861.98,194.26.29.187,10.0.0.2,PortScan
554,157506,3,29,613,21803,201.88,192.168.1.181,10.0.0.6,BENIGN
22,434964,20,6,7678,3333,59.64,192.168.1.194,10.0.0.8,BENIGN
80,16247859,36,4,1593,118,2.22,45.154.255.240,10.0.0.1,DoS Hulk
80,18689109,18,2,1285,100,0.96,45.154.255.247,10.0.0.1,DoS Hulk
53,773045,24,12,10945,12133,46.51,192.168.1.221,10.0.0.8,BENIGN
443,402262,11,16,4545,4027,66.95,192.168.1.27,10.0.0.3,BENIGN
8080,362622,18,6,7922,1082,66.0,192.168.1.211,10.0.0.3,BENIGN
29475,1746,1,0,43,0,1083.17,194.26.29.64,10.0.0.2,PortScan
554,995044,24,19,6852,17875,43.17,192.168.1.211,10.0.0.9,BENIGN
8080,167557,6,30,1864,41146,213.58,192.168.1.85,10.0.0.3,BENIGN
554,117620,32,4,11503,4659,303.49,192.168.1.71,10.0.0.1,BENIGN
80,8026004,73,3,5801,195,9.09,45.154.255.220,10.0.0.1,DoS Hulk
22,1133756,26,8,12722,9741,29.96,192.168.1.78,10.0.0.1,BENIGN
53,671690,18,15,5093,13374,49.06,192.168.1.236,10.0.0.3,BENIGN
80,3458314,14,10,6856,3990,6.94,192.168.1.206,10.0.0.3,BENIGN
443,2438893,8,31,3059,28047,15.98,192.168.1.102,10.0.0.2,BENIGN
80,24886806,54,2,3131,182,2.17,45.154.255.66,10.0.0.1,DoS Hulk
8080,266607,30,24,4316,13940,201.79,192.168.1.215,10.0.0.3,BENIGN
80,169339,269,0,15709,0,1587.59,185.220.59.132,10.0.0.1,DDoS
53,1341487,19,36,2218,33243,40.97,192.168.1.135,10.0.0.3,BENIGN
8080,1541404,3,9,1506,6127,7.78,192.168.1.58,10.0.0.2,BENIGN
21,2352251,20,17,2007,2034,17.0,103.203.57.199,10.0.0.4,SSH-Patator
443,2474202,4,4,2027,3721,3.23,192.168.1.35,10.0.0.9,BENIGN
22,127401,22,10,7547,11858,249.22,192.168.1.102,10.0.0.5,BENIGN
80,21593949,14,2,812,86,0.65,45.154.255.54,10.0.0.1,DoS Hulk
80,5696277,70,2,3535,144,12.29,45.154.255.18,10.0.0.1,DoS Hulk
22,3138525,19,7,7471,4380,8.28,192.168.1.214,10.0.0.8,BENIGN
80,1729347,7,17,1341,23385,13.87,192.168.1.136,10.0.0.5,BENIGN
22,71285,7,37,857,23335,608.7,192.168.1.119,10.0.0.3,BENIGN
554,2309521,9,12,652,11299,9.09,192.168.1.136,10.0.0.8,BENIGN
443,136032,2178,0,97117,0,15999.12,185.220.145.2,10.0.0.1,DDoS
8080,2017951,3,34,776,14864,18.33,192.168.1.49,10.0.0.2,BENIGN
8080,101467,982,0,68323,0,9668.4,185.220.234.65,10.0.0.1,DDoS
22,2681680,19,17,3725,1556,14.16,103.203.57.161,10.0.0.4,SSH-Patator
8080,4460101,14,36,965,45191,11.21,192.168.1.215,10.0.0.9,BENIGN
36327,2429,2,0,46,0,790.53,194.26.29.16,10.0.0.2,PortScan
443,1877,8,18,1009,21049,9036.24,192.168.1.100,10.0.0.7,BENIGN
80,505841,13,30,6306,13363,84.84,192.168.1.136,10.0.0.9,BENIGN
443,214050,2360,0,177484,0,11020.28,185.220.228.184,10.0.0.1,DDoS
53,3607391,13,4,5553,5116,4.71,192.168.1.16,10.0.0.6,BENIGN
80,1706052,24,18,8356,17714,24.6,192.168.1.39,10.0.0.3,BENIGN
22,259192,9,3,2455,3843,46.12,192.168.1.190,10.0.0.5,BENIGN
22,262361,9,27,1114,21815,136.69,192.168.1.46,10.0.0.4,BENIGN
53,1298705,9,13,4347,16034,16.93,192.168.1.137,10.0.0.9,BENIGN
554,609593,26,4,9047,2130,49.13,192.168.1.155,10.0.0.8,BENIGN
22,1140760,27,13,3128,17892,35.03,192.168.1.177,10.0.0.8,BENIGN
443,154896,20,4,2016,4487,153.95,192.168.1.18,10.0.0.4,BENIGN
45880,2451,2,0,43,0,783.82,194.26.29.85,10.0.0.2,PortScan
53,646880,20,30,4875,26814,77.17,192.168.1.201,10.0.0.5,BENIGN
554,7702601,19,21,7474,5686,5.19,192.168.1.188,10.0.0.1,BENIGN
8080,560773,29,35,12233,34067,113.92,192.168.1.177,10.0.0.2,BENIGN
8080,207330,280,0,12695,0,1349.85,185.220.12.40,10.0.0.1,DDoS
53,620075,7,37,3156,48123,70.84,192.168.1.88,10.0.0.7,BENIGN
443,708418,34,15,11061,19895,69.07,192.168.1.51,10.0.0.5,BENIGN
22,879188,11,10,4552,13108,23.86,192.168.1.169,10.0.0.8,BENIGN
443,489221,32,9,8824,9496,83.64,192.168.1.17,10.0.0.5,BENIGN
53,2173448,14,26,6033,31218,18.4,192.168.1.137,10.0.0.3,BENIGN
80,856677,21,27,10476,13908,55.97,192.168.1.128,10.0.0.8,BENIGN
443,2427736,25,4,8845,2915,11.94,192.168.1.64,10.0.0.9,BENIGN
554,907469,20,23,4938,24861,47.33,192.168.1.195,10.0.0.4,BENIGN
80,436543,28,39,10949,33380,153.13,192.168.1.133,10.0.0.2,BENIGN
8080,287388,27,39,12067,25855,228.86,192.168.1.123,10.0.0.3,BENIGN
80,2496307,21,18,4904,16335,15.62,192.168.1.96,10.0.0.6,BENIGN
22,24453,22,18,6786,18391,1571.51,192.168.1.97,10.0.0.7,BENIGN
8080,584054,20,36,9120,12091,95.72,192.168.1.96,10.0.0.5,BENIGN
443,1594479,10,8,2105,6459,11.28,192.168.1.35,10.0.0.6,BENIGN
22,1043606,32,31,4754,4331,61.27,103.203.57.70,10.0.0.4,SSH-Patator
554,101921,30,16,12019,7239,446.94,192.168.1.193,10.0.0.4,BENIGN
53,1148914,6,27,803,36161,28.7,192.168.1.216,10.0.0.9,BENIGN
80,699433,14,7,3485,2014,29.98,192.168.1.39,10.0.0.3,BENIGN
443,20799,1593,0,69874,0,76223.65,185.220.68.160,10.0.0.1,DDoS
554,229144,11,23,5367,28109,147.73,192.168.1.65,10.0.0.3,BENIGN
8080,253654,34,11,16581,7773,176.71,192.168.1.214,10.0.0.4,BENIGN
22,3343130,23,30,4251,30113,15.85,192.168.1.56,10.0.0.4,BENIGN
8080,2171577,3,24,989,24323,12.43,192.168.1.87,10.0.0.6,BENIGN
53,400218,18,31,7581,26009,122.13,192.168.1.227,10.0.0.3,BENIGN
22,3361451,24,6,3237,4382,8.92,192.168.1.164,10.0.0.6,BENIGN
443,1347733,18,15,4160,8773,24.47,192.168.1.69,10.0.0.5,BENIGN
53,583018,19,29,4376,18646,82.19,192.168.1.78,10.0.0.1,BENIGN
8080,1241822,33,18,6430,10149,41.04,192.168.1.189,10.0.0.1,BENIGN
554,2181802,12,4,2882,3077,7.33,192.168.1.143,10.0.0.1,BENIGN
443,1735430,7,29,2664,24908,20.73,192.168.1.91,10.0.0.3,BENIGN
443,386049,24,38,2732,42872,160.19,192.168.1.127,10.0.0.4,BENIGN
80,7980021,15,8,4053,10375,2.88,192.168.1.173,10.0.0.9,BENIGN
22,2930718,19,27,4764,21913,15.69,192.168.1.234,10.0.0.9,BENIGN
56616,4336,1,0,52,0,450.86,194.26.29.114,10.0.0.2,PortScan
33541,1919,2,0,52,0,990.44,194.26.29.22,10.0.0.2,PortScan
8080,207081,1729,0,81314,0,8345.34,185.220.96.94,10.0.0.1,DDoS
22,1987849,9,10,2098,12366,9.55,192.168.1.70,10.0.0.9,BENIGN
80,151500,1786,0,119367,0,11780.98,185.220.9.143,10.0.0.1,DDoS
60962,2593,2,0,59,0,742.48,194.26.29.45,10.0.0.2,PortScan
22,132463,20,27,5845,11487,352.16,192.168.1.23,10.0.0.6,BENIGN
22,832757,19,16,3602,2504,45.58,103.203.57.6,10.0.0.4,SSH-Patator
16060,4801,2,0,55,0,408.04,194.26.29.65,10.0.0.2,PortScan
22,3793691,7,4,3275,967,2.9,192.168.1.71,10.0.0.8,BENIGN
53,529308,4,26,1910,16554,56.57,192.168.1.204,10.0.0.4,BENIGN
53,1571470,30,14,11160,12718,27.98,192.168.1.69,10.0.0.9,BENIGN
443,767782,34,37,5519,27220,92.35,192.168.1.92,10.0.0.8,BENIGN
53,193739,17,34,5283,33972,261.89,192.168.1.107,10.0.0.4,BENIGN
80,1416586,16,39,4076,54064,38.8,192.168.1.123,10.0.0.3,BENIGN
32924,2491,2,0,50,0,771.9,194.26.29.168,10.0.0.2,PortScan
8080,10647,2297,0,147237,0,213716.03,185.220.11.182,10.0.0.1,DDoS
53,3068103,21,26,7179,36341,15.31,192.168.1.67,10.0.0.4,BENIGN
80,263662,16,30,1711,28268,173.81,192.168.1.71,10.0.0.6,BENIGN
8080,63303,17,12,3622,5668,450.99,192.168.1.157,10.0.0.6,BENIGN
80,1038260,20,6,9667,6119,25.02,192.168.1.41,10.0.0.8,BENIGN
8080,5051562,29,27,13638,4935,11.08,192.168.1.17,10.0.0.1,BENIGN
39011,3611,2,0,41,0,538.82,194.26.29.150,10.0.0.2,PortScan
80,346508,279,0,18096,0,804.94,185.220.185.138,10.0.0.1,DDoS
554,1837131,33,11,11827,13053,23.94,192.168.1.215,10.0.0.9,BENIGN
443,14797451,58,59,26690,24598,7.84,198.51.100.51,10.0.0.3,Infiltration
443,280829,1038,0,63968,0,3694.88,185.220.55.113,10.0.0.1,DDoS
554,738930,9,29,2457,18889,51.36,192.168.1.120,10.0.0.1,BENIGN
53,1869961,33,26,15670,30815,31.53,192.168.1.198,10.0.0.3,BENIGN
554,1201853,33,2,13289,1045,29.1,192.168.1.64,10.0.0.5,BENIGN
53,26712,9,14,1162,14147,829.95,192.168.1.202,10.0.0.7,BENIGN
22,6622444,14,5,4835,1061,2.87,192.168.1.239,10.0.0.3,BENIGN
443,420587,17,35,5833,25931,123.34,192.168.1.97,10.0.0.3,BENIGN
22,1203531,22,37,10277,45919,48.98,192.168.1.193,10.0.0.7,BENIGN
443,401344,4,17,517,5335,52.19,192.168.1.166,10.0.0.3,BENIGN
443,255626,24,16,6515,5546,155.87,192.168.1.227,10.0.0.2,BENIGN
9331,4467,2,0,51,0,437.89,194.26.29.209,10.0.0.2,PortScan
80,3559371,28,31,10686,7284,16.57,192.168.1.24,10.0.0.2,BENIGN
554,1642948,30,20,4881,6456,30.41,192.168.1.103,10.0.0.8,BENIGN
80,3120156,6,13,2536,13699,6.09,192.168.1.222,10.0.0.5,BENIGN
80,24105708,42,4,3749,154,1.74,45.154.255.239,10.0.0.1,DoS Hulk
80,542849,27,39,7624,40253,121.36,192.168.1.15,10.0.0.1,BENIGN
554,763719,32,37,7943,36146,90.23,192.168.1.228,10.0.0.5,BENIGN
22,2304813,11,16,820,14800,11.71,192.168.1.211,10.0.0.2,BENIGN
80,17604502,57,4,1958,107,3.24,45.154.255.100,10.0.0.1,DoS Hulk
8080,177393,1622,0,95936,0,9138.36,185.220.30.174,10.0.0.1,DDoS
871,310,2,0,47,0,4869.93,194.26.29.21,10.0.0.2,PortScan
58161,3730,1,0,43,0,522.16,194.26.29.213,10.0.0.2,PortScan
53,6632436,23,8,7245,3230,4.67,192.168.1.115,10.0.0.6,BENIGN
80,22459790,29,1,965,199,1.29,45.154.255.157,10.0.0.1,DoS Hulk
443,774611,33,21,2519,22123,69.62,192.168.1.207,10.0.0.1,BENIGN
8080,2057130,15,35,5804,48900,24.29,192.168.1.32,10.0.0.5,BENIGN
443,3271364,17,2,2898,2429,5.81,192.168.1.115,10.0.0.7,BENIGN
80,28005568,23,2,1755,71,0.82,45.154.255.30,10.0.0.1,DoS Hulk
80,1697448,26,27,12533,29650,31.2,192.168.1.39,10.0.0.3,BENIGN
59981,3130,2,0,55,0,619.09,194.26.29.116,10.0.0.2,PortScan
63954,3755,2,0,49,0,518.77,194.26.29.254,10.0.0.2,PortScan
443,15042,3,22,581,5736,1558.33,192.168.1.192,10.0.0.2,BENIGN
554,178641,16,26,4232,13703,233.8,192.168.1.148,10.0.0.3,BENIGN
443,282,6,8,1861,4372,10919.7,192.168.1.31,10.0.0.5,BENIGN
8080,507438,21,17,8457,23749,74.74,192.168.1.124,10.0.0.2,BENIGN
8080,2256961,34,28,6136,32268,27.46,192.168.1.137,10.0.0.4,BENIGN
8080,483945,1962,0,131491,0,4053.34,185.220.144.200,10.0.0.1,DDoS
8080,124026,2409,0,105154,0,19407.59,185.220.60.153,10.0.0.1,DDoS
80,21498529,11,1,860,155,0.51,45.154.255.101,10.0.0.1,DoS Hulk
21,2358064,38,37,3336,4573,32.22,103.203.57.176,10.0.0.4,SSH-Patator
443,2613929,11,18,3539,14363,11.09,192.168.1.19,10.0.0.8,BENIGN
22,2145853,34,30,5762,2715,31.67,103.203.57.74,10.0.0.4,SSH-Patator
8080,297914,32,10,10385,11766,140.51,192.168.1.147,10.0.0.4,BENIGN
443,371155,3,5,1072,1917,21.5,192.168.1.190,10.0.0.9,BENIGN
554,1123894,34,38,16323,12791,64.01,192.168.1.116,10.0.0.7,BENIGN
53,43082,16,15,7447,4595,703.23,192.168.1.79,10.0.0.5,BENIGN
443,497620,1179,0,85231,0,2368.8,185.220.15.90,10.0.0.1,DDoS
53,4704154,31,21,15138,16597,11.05,192.168.1.211,10.0.0.3,BENIGN
22,3780656,23,8,6001,8900,8.2,192.168.1.20,10.0.0.7,BENIGN
554,680687,25,23,11263,13859,70.41,192.168.1.101,10.0.0.1,BENIGN
443,683712,27,33,12248,19994,87.63,192.168.1.132,10.0.0.8,BENIGN
64039,1134,2,0,41,0,1620.34,194.26.29.16,10.0.0.2,PortScan
53,2199311,2,29,944,6682,14.09,192.168.1.192,10.0.0.5,BENIGN
80,439053,1993,0,87675,0,4538.28,185.220.98.239,10.0.0.1,DDoS
8080,416944,16,11,3788,14117,64.6,192.168.1.45,10.0.0.8,BENIGN
80,10347579,72,1,6561,59,6.96,45.154.255.229,10.0.0.1,DoS Hulk
53,528710,14,31,2463,32025,84.95,192.168.1.215,10.0.0.4,BENIGN
22,2950429,25,37,6755,14344,21.01,192.168.1.47,10.0.0.8,BENIGN
80,9347710,61,2,2497,192,6.52,45.154.255.78,10.0.0.1,DoS Hulk
22,410934,33,14,5054,6576,114.1,192.168.1.80,10.0.0.6,BENIGN
443,139241,340,0,17486,0,2440.05,185.220.131.233,10.0.0.1,DDoS
443,440370,9,16,1198,15657,56.64,192.168.1.34,10.0.0.1,BENIGN
80,872159,19,10,7595,9015,33.21,192.168.1.27,10.0.0.9,BENIGN
22,1740607,17,16,2382,1254,19.52,103.203.57.56,10.0.0.4,SSH-Patator
554,5456996,7,15,3568,14969,4.03,192.168.1.114,10.0.0.7,BENIGN
80,10078,710,0,49269,0,69756.51,185.220.27.20,10.0.0.1,DDoS
53,197228,11,32,3573,22195,216.92,192.168.1.212,10.0.0.6,BENIGN
8080,4304437,7,23,713,15203,6.97,192.168.1.58,10.0.0.4,BENIGN
80,8352282,27,1,1101,185,3.23,45.154.255.239,10.0.0.1,DoS Hulk
443,55835,18,16,2426,19199,598.22,192.168.1.230,10.0.0.1,BENIGN
80,342426,33,4,14377,2686,107.74,192.168.1.27,10.0.0.5,BENIGN
554,48824,29,4,9423,5044,662.32,192.168.1.109,10.0.0.1,BENIGN
443,9092422,33,65,38122,23675,7.26,198.51.100.149,10.0.0.3,Infiltration
554,440412,31,37,5409,30382,154.05,192.168.1.132,10.0.0.7,BENIGN
443,904711,28,4,4665,2202,35.33,192.168.1.226,10.0.0.3,BENIGN
80,20714909,23,2,968,134,1.11,45.154.255.169,10.0.0.1,DoS Hulk
80,649988,34,12,16615,16683,70.66,192.168.1.68,10.0.0.2,BENIGN
443,409594,1230,0,49739,0,3002.24,185.220.199.200,10.0.0.1,DDoS
554,4038669,33,31,9080,22905,15.84,192.168.1.208,10.0.0.2,BENIGN
8080,1277036,34,35,12226,47875,53.99,192.168.1.94,10.0.0.4,BENIGN
53,386566,13,17,3620,3775,77.41,192.168.1.147,10.0.0.1,BENIGN
53,279118,20,22,1502,21655,149.94,192.168.1.45,10.0.0.9,BENIGN
80,165331,7,14,800,5815,126.25,192.168.1.17,10.0.0.9,BENIGN
554,1574354,19,11,3902,1738,19.04,192.168.1.103,10.0.0.9,BENIGN
502,8200620,38,38,32261,15558,9.27,198.51.100.162,10.0.0.3,Infiltration
554,1913081,9,37,1948,28546,24.03,192.168.1.177,10.0.0.4,BENIGN
443,1056829,34,22,2438,4143,52.94,192.168.1.126,10.0.0.8,BENIGN
554,1637893,25,22,5173,20131,28.68,192.168.1.39,10.0.0.5,BENIGN
53,467467,23,22,9226,3299,96.06,192.168.1.100,10.0.0.6,BENIGN
21,1877290,25,24,3814,3608,26.62,103.203.57.109,10.0.0.4,SSH-Patator
554,65728,18,28,2331,11786,689.36,192.168.1.42,10.0.0.7,BENIGN
8080,78756,12,35,960,37936,589.3,192.168.1.40,10.0.0.8,BENIGN
53,58835,7,10,904,12089,284.11,192.168.1.39,10.0.0.3,BENIGN
80,883958,32,15,7286,3201,53.11,192.168.1.90,10.0.0.2,BENIGN
8080,199678,704,0,33407,0,3523.9,185.220.137.251,10.0.0.1,DDoS
80,135610,2035,0,147908,0,14995.15,185.220.179.178,10.0.0.1,DDoS
554,170625,33,4,14155,1393,215.59,192.168.1.99,10.0.0.7,BENIGN
80,22394460,60,3,5301,54,2.68,45.154.255.138,10.0.0.1,DoS Hulk
8080,410200,580,0,25055,0,1413.6,185.220.123.109,10.0.0.1,DDoS
443,1776905,31,32,8979,19142,35.43,192.168.1.168,10.0.0.3,BENIGN
53,1270615,8,6,3718,2848,11.01,192.168.1.139,10.0.0.1,BENIGN
80,1489855,18,16,7237,2693,22.81,192.168.1.73,10.0.0.9,BENIGN
22,952366,18,20,4394,11345,39.86,192.168.1.126,10.0.0.4,BENIGN
22,2151097,26,33,10070,38872,27.42,192.168.1.161,10.0.0.9,BENIGN
554,5402880,27,5,9779,1558,5.92,192.168.1.28,10.0.0.3,BENIGN
554,3116585,8,24,3978,31401,10.26,192.168.1.20,10.0.0.5,BENIGN
22,911763,18,5,3747,6222,25.2,192.168.1.130,10.0.0.6,BENIGN
22,2255989,27,10,3026,8157,16.39,192.168.1.173,10.0.0.3,BENIGN
443,1712041,20,22,3642,10286,24.52,192.168.1.218,10.0.0.6,BENIGN
80,101526,2370,0,116375,0,23320.6,185.220.44.141,10.0.0.1,DDoS
8080,559569,29,15,3327,6925,78.49,192.168.1.13,10.0.0.3,BENIGN
8080,2401247,34,36,2575,46605,29.14,192.168.1.168,10.0.0.2,BENIGN
22,2621244,29,25,4582,2132,22.12,103.203.57.86,10.0.0.4,SSH-Patator
22,912042,15,31,3832,16102,50.38,192.168.1.12,10.0.0.3,BENIGN
22,296052,15,14,6761,17309,97.63,192.168.1.160,10.0.0.2,BENIGN
33994,2741,2,0,51,0,703.84,194.26.29.223,10.0.0.2,PortScan
53,721967,3,3,1102,2188,8.3,192.168.1.158,10.0.0.2,BENIGN
